"Ticket";"Symbol";"Type";"Open time";"Open price";"Size";"Close time";"Close price";"Profit/Loss";"Balance";"Sample type";"Close type";"MAE ($)";"MFE ($)";"Time in trade";"Comment"
"1";"AUDJPY_DukasM1_the5ers";"Buy";"2003.12.10 10:00:00";"80.005";"0.16";"2003.12.17 17:03:00";"79.431";"-61.16";"9938.84";"IS";"TrailingStop";"-67.90";"25.84";"7d 7h 3m";""
"2";"AUDJPY_DukasM1_the5ers";"Buy";"2003.12.19 10:00:00";"79.518";"0.18";"2003.12.22 13:48:00";"78.811";"-84.17";"9854.68";"IS";"TrailingStop";"-83.22";"22.13";"3d 3h 48m";""
"3";"AUDJPY_DukasM1_the5ers";"Buy";"2003.12.31 05:00:00";"80.111";"0.18";"2004.01.05 09:43:00";"81.871";"206.02";"10060.70";"IS";"PT";"-34.02";"207.16";"5d 4h 43m";""
"4";"AUDJPY_DukasM1_the5ers";"Buy";"2004.01.06 13:00:00";"81.943";"0.16";"2004.01.14 22:56:00";"82.144";"19.89";"10080.59";"IS";"TrailingStop";"-83.39";"179.86";"8d 9h 56m";""
"5";"AUDJPY_DukasM1_the5ers";"Buy";"2004.02.02 08:00:00";"80.406";"0.14";"2004.02.11 18:21:00";"82.641";"203.57";"10284.16";"IS";"PT";"-61.15";"204.61";"9d 10h 21m";""
"6";"AUDJPY_DukasM1_the5ers";"Buy";"2004.02.12 21:00:00";"83.060";"0.17";"2004.02.20 03:39:00";"84.893";"202.55";"10486.71";"IS";"PT";"-13.78";"203.77";"7d 6h 39m";""
"7";"AUDJPY_DukasM1_the5ers";"Buy";"2004.03.15 09:00:00";"81.486";"0.1";"2004.03.17 10:09:00";"80.086";"-92.10";"10394.61";"IS";"SL";"-91.55";"3.73";"2d 1h 9m";""
"8";"AUDJPY_DukasM1_the5ers";"Buy";"2004.03.22 09:00:00";"80.213";"0.15";"2004.03.24 10:34:00";"79.636";"-57.43";"10337.18";"IS";"TrailingStop";"-56.60";"50.12";"2d 1h 34m";""
"9";"AUDJPY_DukasM1_the5ers";"Buy";"2004.03.30 00:00:00";"78.785";"0.14";"2004.03.31 06:14:00";"78.987";"17.76";"10354.94";"IS";"TrailingStop";"-15.11";"106.65";"1d 6h 14m";""
"10";"AUDJPY_DukasM1_the5ers";"Buy";"2004.03.31 23:00:00";"79.913";"0.13";"2004.04.05 00:31:00";"78.763";"-98.59";"10256.35";"IS";"SL";"-97.76";"2.72";"4d 1h 31m";""
"11";"AUDJPY_DukasM1_the5ers";"Buy";"2004.04.07 20:00:00";"80.832";"0.12";"2004.04.13 07:21:00";"80.463";"-29.75";"10226.61";"IS";"TrailingStop";"-42.85";"43.55";"5d 11h 21m";""
