Date,Open,High,Low,Close,Volume,DayOfWeek,DayName,WeekendGap,WeekendGapPct
2009-04-17,71.51,71.94,71.075,71.61,327155399980,4,Friday,,
2009-04-20,71.653,71.87,68.05,68.18,342774909630,0,Monday,0.043,0.06
2009-04-21,68.16,70.5,68.135,70.22,379732399890,1,Tuesday,,
2009-04-22,70.21,70.265,68.38,69.105,357575499960,2,Wednesday,,
2009-04-23,69.11,70.355,68.645,69.985,372632699360,3,Thursday,,
2009-04-24,69.995,70.295,68.885,70.24,423096900160,4,Friday,,
2009-04-27,69.79,69.905,68.52,68.695,421585400300,0,Monday,-0.45,-0.6407
2009-04-28,68.675,68.683,66.83,68.065,470370099960,1,Tuesday,,
2009-04-29,68.065,71.33,67.935,70.925,435783999940,2,Wednesday,,
2009-04-30,70.91,72.56,70.29,71.535,471005200030,3,Thursday,,
2009-05-01,71.515,72.945,71.35,72.355,248886750180,4,Friday,,
2009-05-04,72.578,73.57,72.435,73.075,328001899700,0,Monday,0.223,0.3082
2009-05-05,73.075,73.98,72.765,73.34,435597100190,1,Tuesday,,
2009-05-06,73.35,73.975,71.965,73.545,455868399770,2,Wednesday,,
2009-05-07,73.545,75.765,73.39,74.7,484406736710,3,Thursday,,
2009-05-08,74.695,75.905,74.33,75.65,397627800080,4,Friday,,
2009-05-11,75.642,76.155,73.76,73.935,408887600110,0,Monday,-0.008,-0.0106
2009-05-12,73.93,74.965,73.09,73.755,450211203930,1,Tuesday,,
2009-05-13,73.755,74.385,71.495,71.765,375125681410,2,Wednesday,,
2009-05-14,71.723,73.02,71.095,72.8,458214500160,3,Thursday,,
2009-05-15,72.8,73.15,71.045,71.29,438672048050,4,Friday,,
2009-05-18,71.183,73.905,70.52,73.725,429222278070,0,Monday,-0.107,-0.1501
2009-05-19,73.733,74.915,73.35,74.32,422947782510,1,Tuesday,,
2009-05-20,74.31,74.625,73.3,73.54,439468955960,2,Wednesday,,
2009-05-21,73.54,73.69,72.495,73.465,472802099910,3,Thursday,,
2009-05-22,73.465,74.53,73.085,74.15,454041499830,4,Friday,,
2009-05-25,74.065,74.5,73.44,74.13,220541000040,0,Monday,-0.085,-0.1146
2009-05-26,74.157,74.905,73.08,74.685,420152746600,1,Tuesday,,
2009-05-27,74.675,75.19,73.85,73.935,415775196260,2,Wednesday,,
2009-05-28,73.935,76.255,73.8,75.905,333835844290,3,Thursday,,
2009-05-29,75.905,76.9,75.655,76.295,326707500220,4,Friday,,
2009-06-01,76.385,78.575,75.93,78.215,389187599840,0,Monday,0.09,0.118
2009-06-02,78.17,78.855,77.515,78.595,395471499890,1,Tuesday,,
2009-06-03,78.605,79.5,76.07,76.84,387941600560,2,Wednesday,,
2009-06-04,76.84,78.07,76.275,77.405,434880500310,3,Thursday,,
2009-06-05,77.415,79.285,77.23,78.225,363121299720,4,Friday,,
2009-06-08,78.22,78.745,77.065,77.695,403291099610,0,Monday,-0.005,-0.0064
2009-06-09,77.705,78.365,76.905,78.015,433255509820,1,Tuesday,,
2009-06-10,78.015,79.58,77.845,78.7,370965529870,2,Wednesday,,
2009-06-11,78.73,80.45,78.625,79.945,362293448120,3,Thursday,,
2009-06-12,79.945,80.26,79.095,79.915,361791299460,4,Friday,,
2009-06-15,79.629,80.089,77.275,77.738,114339500060,0,Monday,-0.286,-0.3579
