Date,Time,Open,High,Low,Close,Volume
20030506,00:00:00,1.12728,1.14506,1.12723,1.14338,1279672500110
20030507,00:00:00,1.14297,1.14438,1.13265,1.13647,1278008596330
20030508,00:00:00,1.13605,1.15077,1.13006,1.14996,1265182598290
20030509,00:00:00,1.14932,1.15366,1.14346,1.14877,1272916500050
20030512,00:00:00,1.14888,1.16229,1.14888,1.15427,1270388402080
20030513,00:00:00,1.15357,1.15739,1.14620,1.15120,1263821001890
20030514,00:00:00,1.15120,1.15370,1.14667,1.14940,1277471599350
20030515,00:00:00,1.14913,1.14967,1.13744,1.13847,1275857400470
20030516,00:00:00,1.13775,1.15766,1.13675,1.15705,1274033599750
20030519,00:00:00,1.16564,1.17353,1.16205,1.16566,1276461000460
20030520,00:00:00,1.16520,1.17146,1.15998,1.17039,1278055197160
20030521,00:00:00,1.16989,1.17437,1.16610,1.16716,1269671398890
20030522,00:00:00,1.16654,1.17266,1.16181,1.16908,1276077098560
20030523,00:00:00,1.16877,1.18363,1.16635,1.18236,1276165401670
20030526,00:00:00,1.18200,1.18744,1.17955,1.18660,1278312798400
20030527,00:00:00,1.18600,1.19286,1.18166,1.18258,1271915801150
20030528,00:00:00,1.18191,1.18439,1.17037,1.17619,1276412500980
20030529,00:00:00,1.17587,1.18998,1.16909,1.18803,1278348999060
20030530,00:00:00,1.18757,1.19144,1.17419,1.17661,1272050999280
20030602,00:00:00,1.17079,1.17652,1.16504,1.17443,1160226098950
20030603,00:00:00,1.17426,1.17773,1.16858,1.17361,1270931900730
20030604,00:00:00,1.17295,1.17463,1.16609,1.16615,1276120599170
20030605,00:00:00,1.16565,1.18850,1.16273,1.18375,1280677900870
20030606,00:00:00,1.18319,1.18772,1.16829,1.16971,1279083799650
20030609,00:00:00,1.16870,1.17846,1.16548,1.17131,1274278300350
20030610,00:00:00,1.17076,1.17400,1.16692,1.16729,1269463798660
20030611,00:00:00,1.16676,1.17805,1.16571,1.17391,1264178700120
20030612,00:00:00,1.17359,1.18038,1.17020,1.17608,1267150601110
20030613,00:00:00,1.17582,1.18758,1.17338,1.18600,1279678798640
20030616,00:00:00,1.18624,1.19263,1.18198,1.18326,1271366101370
20030617,00:00:00,1.18316,1.18652,1.17670,1.17907,1265464598990
20030618,00:00:00,1.17844,1.18016,1.16604,1.16853,1265660500910
20030619,00:00:00,1.16770,1.17372,1.15826,1.17173,1266762297850
20030620,00:00:00,1.17130,1.17333,1.15501,1.16010,1271527801090
20030623,00:00:00,1.15955,1.16028,1.15069,1.15399,1267169297460
20030624,00:00:00,1.15374,1.15801,1.14750,1.15141,1281097098760
20030625,00:00:00,1.15118,1.16205,1.14897,1.15368,1274772598720
20030626,00:00:00,1.15379,1.15509,1.14125,1.14151,1269716197470
20030627,00:00:00,1.14145,1.14665,1.13984,1.14224,1271972700060
20030630,00:00:00,1.14238,1.15121,1.13964,1.15086,1279420600250
20030701,00:00:00,1.15084,1.16069,1.15010,1.15578,1275064300040
20030702,00:00:00,1.15549,1.15668,1.15035,1.15366,1267163001820
20030703,00:00:00,1.15345,1.15424,1.14316,1.14915,1276490800060
20030704,00:00:00,1.14865,1.14999,1.14462,1.14862,1281812503450
20030707,00:00:00,1.14800,1.14854,1.13122,1.13222,1273294398860
20030708,00:00:00,1.13177,1.13498,1.12577,1.13121,1258378699990
20030709,00:00:00,1.13107,1.13650,1.13029,1.13451,1277843700760
20030710,00:00:00,1.13409,1.13914,1.13085,1.13861,1267429000500
20030711,00:00:00,1.13807,1.13887,1.12749,1.12960,1265165497980
20030714,00:00:00,1.12864,1.13070,1.12410,1.12749,1269917799620
20030715,00:00:00,1.12707,1.13358,1.11550,1.11828,1267433903530
20030716,00:00:00,1.11775,1.12305,1.11113,1.12038,1272510601560
20030717,00:00:00,1.12049,1.12477,1.11556,1.12049,1266504800750
20030718,00:00:00,1.11975,1.13022,1.11701,1.12716,1278004700770
20030721,00:00:00,1.12615,1.13526,1.12401,1.13465,1272058600900
20030722,00:00:00,1.13391,1.13713,1.13044,1.13285,1254297902460
20030723,00:00:00,1.13197,1.14882,1.13119,1.14724,1272355199350
20030724,00:00:00,1.14765,1.15091,1.14220,1.14665,1268987799810
20030725,00:00:00,1.14679,1.15477,1.14425,1.15049,1278273299690
20030728,00:00:00,1.15014,1.15172,1.14511,1.14879,1276345800240
20030729,00:00:00,1.14877,1.15365,1.14502,1.14559,1275433500100
20030730,00:00:00,1.14502,1.14600,1.13338,1.13396,1263519400120
20030731,00:00:00,1.13367,1.13709,1.12222,1.12398,1266967800050
20030801,00:00:00,1.12350,1.12706,1.11338,1.12531,1216925199500
20030804,00:00:00,1.12773,1.13734,1.12564,1.13540,1272231197620
20030805,00:00:00,1.13543,1.13966,1.13054,1.13863,1279489500700
20030806,00:00:00,1.13797,1.14250,1.13238,1.13291,1270227600100
20030807,00:00:00,1.13245,1.14138,1.13173,1.13702,1273274194800
